PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,,Survived
857,yes,First,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,1,1,36928,164.8667,,S,,1
858,yes,First,"Daly, Mr. Peter Denis ",male,51,0,0,113055,26.55,E17,S,,1
859,yes,Third,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24,0,3,2666,19.2583,,C,,1
860,no,Third,"Razi, Mr. Raihed",male,,0,0,2629,7.2292,,C,,0
861,no,Third,"Hansen, Mr. Claus Peter",male,41,2,0,350026,14.1083,,S,,0
862,no,Second,"Giles, Mr. Frederick Edward",male,21,1,0,28134,11.5,,S,,0
863,yes,First,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48,0,0,17466,25.9292,D17,S,,1
864,no,Third,"Sage, Miss. Dorothy Edith ""Dolly""",female,,8,2,CA. 2343,69.55,,S,,0
865,no,Second,"Gill, Mr. John William",male,24,0,0,233866,13,,S,,0
866,yes,Second,"Bystrom, Mrs. (Karolina)",female,42,0,0,236852,13,,S,,1
867,yes,Second,"Duran y More, Miss. Asuncion",female,27,1,0,SC/PARIS 2149,13.8583,,C,,1
868,no,First,"Roebling, Mr. Washington Augustus II",male,31,0,0,PC 17590,50.4958,A24,S,,0
869,no,Third,"van Melkebeke, Mr. Philemon",male,,0,0,345777,9.5,,S,,0
870,yes,Third,"Johnson, Master. Harold Theodor",male,4,1,1,347742,11.1333,,S,,1
871,no,Third,"Balkic, Mr. Cerin",male,26,0,0,349248,7.8958,,S,,0
872,yes,First,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47,1,1,11751,52.5542,D35,S,,1
873,no,First,"Carlsson, Mr. Frans Olof",male,33,0,0,695,5,B51 B53 B55,S,,0
874,no,Third,"Vander Cruyssen, Mr. Victor",male,47,0,0,345765,9,,S,,0
875,yes,Second,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28,1,0,P/PP 3381,24,,C,,1
876,yes,Third,"Najib, Miss. Adele Kiamie ""Jane""",female,15,0,0,2667,7.225,,C,,1
877,no,Third,"Gustafsson, Mr. Alfred Ossian",male,20,0,0,7534,9.8458,,S,,0
878,no,Third,"Petroff, Mr. Nedelio",male,19,0,0,349212,7.8958,,S,,0
879,no,Third,"Laleff, Mr. Kristo",male,,0,0,349217,7.8958,,S,,0
880,yes,First,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56,0,1,11767,83.1583,C50,C,,1
881,yes,Second,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,0,1,230433,26,,S,,1
882,no,Third,"Markun, Mr. Johann",male,33,0,0,349257,7.8958,,S,,0
883,no,Third,"Dahlberg, Miss. Gerda Ulrika",female,22,0,0,7552,10.5167,,S,,0
884,no,Second,"Banfield, Mr. Frederick James",male,28,0,0,C.A./SOTON 34068,10.5,,S,,0
885,no,Third,"Sutehall, Mr. Henry Jr",male,25,0,0,SOTON/OQ 392076,7.05,,S,,0
886,no,Third,"Rice, Mrs. William (Margaret Norton)",female,39,0,5,382652,29.125,,Q,,0
887,no,Second,"Montvila, Rev. Juozas",male,27,0,0,211536,13,,S,,0
888,yes,First,"Graham, Miss. Margaret Edith",female,19,0,0,112053,30,B42,S,,1
889,no,Third,"Johnston, Miss. Catherine Helen ""Carrie""",female,,1,2,W./C. 6607,23.45,,S,,0
890,yes,First,"Behr, Mr. Karl Howell",male,26,0,0,111369,30,C148,C,,1
891,no,Third,"Dooley, Mr. Patrick",male,32,0,0,370376,7.75,,Q,,0
